run_id,returncode,out_json,out_log,err_log,seconds,tau,alpha,sigma,beta,bpe_warmstart,bpe_bytes,bpe_words,bpe_tokens,bpe_bytes_per_token,bpe_tokens_per_byte,bpe_fertility,bpe_pcw,bpe_avg_token_chars,bpe_unique_tokens_used,spec_bytes,spec_words,spec_tokens,spec_bytes_per_token,spec_tokens_per_byte,spec_fertility,spec_pcw,spec_avg_token_chars,spec_unique_tokens_used,spec_nsl_vs_bpe
r0256_tau10_alpha0p4_sigma1_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0256_tau10_alpha0p4_sigma1_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0256_tau10_alpha0p4_sigma1_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0256_tau10_alpha0p4_sigma1_beta0p2_bpe400.err,2400.184,10,0.4,1.0,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425100.000000,2.685926,0.372311,1.987507,0.438098,2.172049,1194.000000,1.026093
r0258_tau10_alpha0p6_sigma0p4_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0258_tau10_alpha0p6_sigma0p4_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0258_tau10_alpha0p6_sigma0p4_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0258_tau10_alpha0p6_sigma0p4_beta0p01_bpe200.err,2229.121,10,0.6,0.4,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0261_tau10_alpha0p6_sigma0p4_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0261_tau10_alpha0p6_sigma0p4_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0261_tau10_alpha0p6_sigma0p4_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0261_tau10_alpha0p6_sigma0p4_beta0p1_bpe100.err,2105.189,10,0.6,0.4,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0259_tau10_alpha0p6_sigma0p4_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0259_tau10_alpha0p6_sigma0p4_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0259_tau10_alpha0p6_sigma0p4_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0259_tau10_alpha0p6_sigma0p4_beta0p01_bpe300.err,2277.709,10,0.6,0.4,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0262_tau10_alpha0p6_sigma0p4_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0262_tau10_alpha0p6_sigma0p4_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0262_tau10_alpha0p6_sigma0p4_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0262_tau10_alpha0p6_sigma0p4_beta0p1_bpe200.err,2209.038,10,0.6,0.4,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0260_tau10_alpha0p6_sigma0p4_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0260_tau10_alpha0p6_sigma0p4_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0260_tau10_alpha0p6_sigma0p4_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0260_tau10_alpha0p6_sigma0p4_beta0p01_bpe400.err,2374.049,10,0.6,0.4,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0265_tau10_alpha0p6_sigma0p4_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0265_tau10_alpha0p6_sigma0p4_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0265_tau10_alpha0p6_sigma0p4_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0265_tau10_alpha0p6_sigma0p4_beta0p15_bpe100.err,2125.835,10,0.6,0.4,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465765.000000,2.451423,0.407926,2.177632,0.464322,1.982412,1199.000000,1.124249
r0263_tau10_alpha0p6_sigma0p4_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0263_tau10_alpha0p6_sigma0p4_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0263_tau10_alpha0p6_sigma0p4_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0263_tau10_alpha0p6_sigma0p4_beta0p1_bpe300.err,2311.646,10,0.6,0.4,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0264_tau10_alpha0p6_sigma0p4_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0264_tau10_alpha0p6_sigma0p4_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0264_tau10_alpha0p6_sigma0p4_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0264_tau10_alpha0p6_sigma0p4_beta0p1_bpe400.err,2390.344,10,0.6,0.4,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0266_tau10_alpha0p6_sigma0p4_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0266_tau10_alpha0p6_sigma0p4_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0266_tau10_alpha0p6_sigma0p4_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0266_tau10_alpha0p6_sigma0p4_beta0p15_bpe200.err,2259.332,10,0.6,0.4,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0269_tau10_alpha0p6_sigma0p4_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0269_tau10_alpha0p6_sigma0p4_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0269_tau10_alpha0p6_sigma0p4_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0269_tau10_alpha0p6_sigma0p4_beta0p2_bpe100.err,2138.474,10,0.6,0.4,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0267_tau10_alpha0p6_sigma0p4_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0267_tau10_alpha0p6_sigma0p4_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0267_tau10_alpha0p6_sigma0p4_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0267_tau10_alpha0p6_sigma0p4_beta0p15_bpe300.err,2283.033,10,0.6,0.4,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
r0270_tau10_alpha0p6_sigma0p4_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0270_tau10_alpha0p6_sigma0p4_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0270_tau10_alpha0p6_sigma0p4_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0270_tau10_alpha0p6_sigma0p4_beta0p2_bpe200.err,2222.457,10,0.6,0.4,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441470.000000,2.586330,0.386648,2.064043,0.449253,2.091508,1186.000000,1.065606
r0268_tau10_alpha0p6_sigma0p4_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0268_tau10_alpha0p6_sigma0p4_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0268_tau10_alpha0p6_sigma0p4_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0268_tau10_alpha0p6_sigma0p4_beta0p15_bpe400.err,2362.954,10,0.6,0.4,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424604.000000,2.689063,0.371877,1.985188,0.438953,2.174586,1194.000000,1.024896
r0271_tau10_alpha0p6_sigma0p4_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0271_tau10_alpha0p6_sigma0p4_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0271_tau10_alpha0p6_sigma0p4_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0271_tau10_alpha0p6_sigma0p4_beta0p2_bpe300.err,2291.295,10,0.6,0.4,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0273_tau10_alpha0p6_sigma0p6_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0273_tau10_alpha0p6_sigma0p6_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0273_tau10_alpha0p6_sigma0p6_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0273_tau10_alpha0p6_sigma0p6_beta0p01_bpe100.err,2138.147,10,0.6,0.6,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0272_tau10_alpha0p6_sigma0p4_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0272_tau10_alpha0p6_sigma0p4_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0272_tau10_alpha0p6_sigma0p4_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0272_tau10_alpha0p6_sigma0p4_beta0p2_bpe400.err,2346.590,10,0.6,0.4,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0274_tau10_alpha0p6_sigma0p6_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0274_tau10_alpha0p6_sigma0p6_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0274_tau10_alpha0p6_sigma0p6_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0274_tau10_alpha0p6_sigma0p6_beta0p01_bpe200.err,2226.729,10,0.6,0.6,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0275_tau10_alpha0p6_sigma0p6_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0275_tau10_alpha0p6_sigma0p6_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0275_tau10_alpha0p6_sigma0p6_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0275_tau10_alpha0p6_sigma0p6_beta0p01_bpe300.err,2262.915,10,0.6,0.6,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0277_tau10_alpha0p6_sigma0p6_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0277_tau10_alpha0p6_sigma0p6_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0277_tau10_alpha0p6_sigma0p6_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0277_tau10_alpha0p6_sigma0p6_beta0p1_bpe100.err,2149.177,10,0.6,0.6,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0278_tau10_alpha0p6_sigma0p6_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0278_tau10_alpha0p6_sigma0p6_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0278_tau10_alpha0p6_sigma0p6_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0278_tau10_alpha0p6_sigma0p6_beta0p1_bpe200.err,2198.993,10,0.6,0.6,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0276_tau10_alpha0p6_sigma0p6_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0276_tau10_alpha0p6_sigma0p6_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0276_tau10_alpha0p6_sigma0p6_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0276_tau10_alpha0p6_sigma0p6_beta0p01_bpe400.err,2329.557,10,0.6,0.6,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0279_tau10_alpha0p6_sigma0p6_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0279_tau10_alpha0p6_sigma0p6_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0279_tau10_alpha0p6_sigma0p6_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0279_tau10_alpha0p6_sigma0p6_beta0p1_bpe300.err,2297.316,10,0.6,0.6,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0281_tau10_alpha0p6_sigma0p6_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0281_tau10_alpha0p6_sigma0p6_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0281_tau10_alpha0p6_sigma0p6_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0281_tau10_alpha0p6_sigma0p6_beta0p15_bpe100.err,2176.727,10,0.6,0.6,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465754.000000,2.451481,0.407917,2.177581,0.464271,1.982459,1199.000000,1.124222
r0282_tau10_alpha0p6_sigma0p6_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0282_tau10_alpha0p6_sigma0p6_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0282_tau10_alpha0p6_sigma0p6_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0282_tau10_alpha0p6_sigma0p6_beta0p15_bpe200.err,2255.842,10,0.6,0.6,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0280_tau10_alpha0p6_sigma0p6_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0280_tau10_alpha0p6_sigma0p6_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0280_tau10_alpha0p6_sigma0p6_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0280_tau10_alpha0p6_sigma0p6_beta0p1_bpe400.err,2394.856,10,0.6,0.6,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0285_tau10_alpha0p6_sigma0p6_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0285_tau10_alpha0p6_sigma0p6_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0285_tau10_alpha0p6_sigma0p6_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0285_tau10_alpha0p6_sigma0p6_beta0p2_bpe100.err,2159.694,10,0.6,0.6,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0283_tau10_alpha0p6_sigma0p6_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0283_tau10_alpha0p6_sigma0p6_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0283_tau10_alpha0p6_sigma0p6_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0283_tau10_alpha0p6_sigma0p6_beta0p15_bpe300.err,2287.096,10,0.6,0.6,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
r0284_tau10_alpha0p6_sigma0p6_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0284_tau10_alpha0p6_sigma0p6_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0284_tau10_alpha0p6_sigma0p6_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0284_tau10_alpha0p6_sigma0p6_beta0p15_bpe400.err,2345.122,10,0.6,0.6,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424604.000000,2.689063,0.371877,1.985188,0.438953,2.174586,1194.000000,1.024896
r0286_tau10_alpha0p6_sigma0p6_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0286_tau10_alpha0p6_sigma0p6_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0286_tau10_alpha0p6_sigma0p6_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0286_tau10_alpha0p6_sigma0p6_beta0p2_bpe200.err,2214.640,10,0.6,0.6,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441470.000000,2.586330,0.386648,2.064043,0.449253,2.091508,1186.000000,1.065606
r0287_tau10_alpha0p6_sigma0p6_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0287_tau10_alpha0p6_sigma0p6_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0287_tau10_alpha0p6_sigma0p6_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0287_tau10_alpha0p6_sigma0p6_beta0p2_bpe300.err,2290.575,10,0.6,0.6,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0289_tau10_alpha0p6_sigma0p8_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0289_tau10_alpha0p6_sigma0p8_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0289_tau10_alpha0p6_sigma0p8_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0289_tau10_alpha0p6_sigma0p8_beta0p01_bpe100.err,2152.759,10,0.6,0.8,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0288_tau10_alpha0p6_sigma0p6_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0288_tau10_alpha0p6_sigma0p6_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0288_tau10_alpha0p6_sigma0p6_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0288_tau10_alpha0p6_sigma0p6_beta0p2_bpe400.err,2408.286,10,0.6,0.6,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0290_tau10_alpha0p6_sigma0p8_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0290_tau10_alpha0p6_sigma0p8_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0290_tau10_alpha0p6_sigma0p8_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0290_tau10_alpha0p6_sigma0p8_beta0p01_bpe200.err,2213.417,10,0.6,0.8,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0291_tau10_alpha0p6_sigma0p8_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0291_tau10_alpha0p6_sigma0p8_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0291_tau10_alpha0p6_sigma0p8_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0291_tau10_alpha0p6_sigma0p8_beta0p01_bpe300.err,2307.537,10,0.6,0.8,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0293_tau10_alpha0p6_sigma0p8_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0293_tau10_alpha0p6_sigma0p8_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0293_tau10_alpha0p6_sigma0p8_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0293_tau10_alpha0p6_sigma0p8_beta0p1_bpe100.err,2149.067,10,0.6,0.8,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0294_tau10_alpha0p6_sigma0p8_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0294_tau10_alpha0p6_sigma0p8_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0294_tau10_alpha0p6_sigma0p8_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0294_tau10_alpha0p6_sigma0p8_beta0p1_bpe200.err,2191.318,10,0.6,0.8,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0292_tau10_alpha0p6_sigma0p8_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0292_tau10_alpha0p6_sigma0p8_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0292_tau10_alpha0p6_sigma0p8_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0292_tau10_alpha0p6_sigma0p8_beta0p01_bpe400.err,2327.036,10,0.6,0.8,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0297_tau10_alpha0p6_sigma0p8_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0297_tau10_alpha0p6_sigma0p8_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0297_tau10_alpha0p6_sigma0p8_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0297_tau10_alpha0p6_sigma0p8_beta0p15_bpe100.err,2147.136,10,0.6,0.8,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465754.000000,2.451481,0.407917,2.177581,0.464271,1.982459,1199.000000,1.124222
r0295_tau10_alpha0p6_sigma0p8_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0295_tau10_alpha0p6_sigma0p8_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0295_tau10_alpha0p6_sigma0p8_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0295_tau10_alpha0p6_sigma0p8_beta0p1_bpe300.err,2291.339,10,0.6,0.8,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0296_tau10_alpha0p6_sigma0p8_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0296_tau10_alpha0p6_sigma0p8_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0296_tau10_alpha0p6_sigma0p8_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0296_tau10_alpha0p6_sigma0p8_beta0p1_bpe400.err,2354.458,10,0.6,0.8,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0301_tau10_alpha0p6_sigma0p8_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0301_tau10_alpha0p6_sigma0p8_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0301_tau10_alpha0p6_sigma0p8_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0301_tau10_alpha0p6_sigma0p8_beta0p2_bpe100.err,2139.086,10,0.6,0.8,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0298_tau10_alpha0p6_sigma0p8_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0298_tau10_alpha0p6_sigma0p8_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0298_tau10_alpha0p6_sigma0p8_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0298_tau10_alpha0p6_sigma0p8_beta0p15_bpe200.err,2256.258,10,0.6,0.8,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0299_tau10_alpha0p6_sigma0p8_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0299_tau10_alpha0p6_sigma0p8_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0299_tau10_alpha0p6_sigma0p8_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0299_tau10_alpha0p6_sigma0p8_beta0p15_bpe300.err,2313.375,10,0.6,0.8,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
